ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label
1537526856,C5Spwv3KFkXQojYVq5,192.168.2.3,40661,93.184.216.34,80,tcp,NA,0.234474,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526856,CHmygiGtbl6QSYNt,192.168.2.3,40662,93.184.216.34,80,tcp,NA,0.235871,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526556,CA7Ff231k6oVrmZgt3,192.168.2.3,50642,52.216.169.171,80,tcp,http,300.473354,146,775,SF,NA,NA,0,ShADadfF,11,618,6,1027,NA,-
1537526856,CF6bSz3rFEMOPcacgi,192.168.2.3,40663,93.184.216.34,80,tcp,NA,0.241316,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526856,CvvCiw1nYs4hY9KDzh,192.168.2.3,27101,192.168.2.1,53,udp,dns,0.01261,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537526856,Ct0KFe4keGEXdIf0d4,192.168.2.3,42723,192.168.2.1,53,udp,dns,0.010755,36,68,SF,NA,NA,0,Dd,1,64,1,96,NA,-
1537526856,Cno5s54TZx9tFm4Nz2,192.168.2.3,60417,192.168.2.1,53,udp,dns,0.005238,36,68,SF,NA,NA,0,Dd,1,64,1,96,NA,-
1537526862,CKaI7k2TVNz5nSTOVa,192.168.2.3,50642,52.216.169.171,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526748,CnHXGJ2umgKkCtx0td,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.058384,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537526866,CgJcmV38weCCk5OSW7,192.168.2.3,32862,176.32.98.203,80,tcp,http,0.231042,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537526866,CfKpTE32jQlNoKKF1,192.168.2.3,57970,176.32.98.203,80,tcp,http,0.313423,157,371,SF,NA,NA,0,ShADafF,4,337,4,539,NA,-
1537526867,CGLtY71WJi1Q4dI0I1,192.168.2.3,50642,52.216.169.171,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526866,CkoselfzSqpvrAYNd,192.168.2.3,49275,192.168.2.1,53,udp,dns,0.014673,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537526866,CMosVA4X3loodzZjJ4,192.168.2.3,50434,192.168.2.1,53,udp,dns,0.014781,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537526878,CzQ4W34IIrpYq8cdFj,192.168.2.3,50642,52.216.169.171,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526901,CZlVmC2GjvJvoBZJp7,192.168.2.3,50642,52.216.169.171,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526856,CWj8JD1Jfk6STC7sy2,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.042858,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537526856,CD8qDV27tpb8JPdsva,192.168.2.3,47318,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537526856,CgCGfi21jYK2k5VKpf,192.168.2.3,59572,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537526946,CkVse93ct5An519uTl,192.168.2.3,50642,52.216.169.171,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537526661,CqRj6k10kdhEJLMRFf,192.168.2.3,39684,54.239.28.161,443,tcp,ssl,300.999316,830,69860,RSTR,NA,NA,0,ShADadfRr,43,2570,66,72508,NA,-
1537526877,C02IBe1Np3TTJkYee8,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.98897,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537527044,CQsRtq1A3X1eLM4dQg,192.168.2.3,17089,192.168.2.1,53,udp,dns,0.011512,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537527005,Co5OSK3SaZhe0eKq26,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.710171,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537526834,CiSVfCcYwpL0HMvL7,192.168.2.3,38721,54.239.27.11,443,tcp,NA,0.124834,241,92,OTH,NA,NA,0,DdA,2,321,1,132,NA,-
1537527156,CvE5MB1N6gImhBas3d,192.168.2.3,40664,93.184.216.34,80,tcp,NA,0.259867,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527156,CeXVyOJrUilVDFNE1,192.168.2.3,40665,93.184.216.34,80,tcp,NA,0.239399,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537526856,CSNHFh4qRD2ewx7em9,192.168.2.3,38597,52.216.226.224,80,tcp,http,300.480957,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537527156,CuxSJZ1u6vDgyr3xKh,192.168.2.3,40666,93.184.216.34,80,tcp,NA,0.356058,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527156,CZlr5j2mPEwhtcQ6I4,192.168.2.3,59860,192.168.2.1,53,udp,dns,0.020922,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537527166,CeiAEfbzV6XchYZp4,192.168.2.3,38597,52.216.226.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527167,CpZknB42W7OXxSZKDb,192.168.2.3,38280,72.21.214.79,80,tcp,http,0.234884,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537527167,CYXU8riS7dP99uBye,192.168.2.3,58957,192.168.2.1,53,udp,dns,0.01169,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537527175,CV6Tfx2hKA7ZjOFNDc,192.168.2.3,38597,52.216.226.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527194,Cz4dZ84Z0JGkp9MXNd,192.168.2.3,38597,52.216.226.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527156,CJwj4A26JHCqmxxC6d,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.030928,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537527157,C6VicA2i2ve9GqHrFe,192.168.2.3,42434,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537527157,CNe3wr2An4fbFBpByh,192.168.2.3,56318,207.171.178.6,123,udp,NA,0.193791,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537527231,CBlrer4ZPpiL0cZIaj,192.168.2.3,38597,52.216.226.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527133,CMxsta3QlnYEyJDaqc,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.165319,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537527044,CZqQ8a1bwnE7e3WPrh,192.168.2.3,50005,52.46.129.41,443,tcp,ssl,300.040156,3690,4865,SF,NA,NA,0,ShADadfFr,20,4534,18,6041,NA,-
1537527344,CtZj3B3LMZi789lz6k,192.168.2.3,20540,192.168.2.1,53,udp,dns,0.011198,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537527260,CxMJcc4nVa6kKbqGFg,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.595124,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537527344,CelY7T1eKLBWOmsvW,192.168.2.3,53629,52.94.228.52,443,tcp,ssl,32.037565,4789,4865,RSTR,NA,NA,0,ShADadfr,19,5593,17,6001,NA,-
1537527457,CDHe5d4PmzvRpUSCk9,192.168.2.3,40667,93.184.216.34,80,tcp,NA,0.234996,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527457,COVZQv1fcYwYN9RxY7,192.168.2.3,40668,93.184.216.34,80,tcp,NA,0.241617,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527157,CjVQDD4DPQ6RPOOFs8,192.168.2.3,32910,52.216.18.224,80,tcp,http,300.443323,146,775,SF,NA,NA,0,ShADadfF,12,658,6,1446,NA,-
1537527457,CSsG0T4x8Ih8b2i3e,192.168.2.3,40669,93.184.216.34,80,tcp,NA,0.240529,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527457,Cvc0t03oCCZs6OzCo4,192.168.2.3,48817,192.168.2.1,53,udp,dns,0.01485,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537527466,CwfurW6HISK24ECNd,192.168.2.3,32910,52.216.18.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527475,CAfr1mvmCdTf9f2c5,192.168.2.3,32910,52.216.18.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527492,COoh0Vkheo0voYJha,192.168.2.3,32910,52.216.18.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527389,COcf4C3C2Oqkp2TtR6,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.020988,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537527457,CCAl7N2RDZg51Lc9Wg,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.017386,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537527457,CbWAhBzSev7FapHjl,192.168.2.3,34288,207.171.178.6,123,udp,NA,0.190131,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537527457,C9NKBk4ZQ5qXKJ3I1g,192.168.2.3,37719,207.171.178.6,123,udp,NA,0.257034,48,48,SF,NA,NA,0,Dd,1,76,1,76,NA,-
1537527527,CyUUnF29QkyJ5n8zul,192.168.2.3,32910,52.216.18.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527517,CVOV884kiYSybfIml1,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.919783,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537527644,CJu7w746oNa1pEa1Nh,192.168.2.3,56866,192.168.2.1,53,udp,dns,0.013698,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537527722,C6uFzD2n9koelvZKr1,192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.003134,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537527722,CgM2RHuWDpQ0muCCk,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,7.003287,804,0,S0,NA,NA,0,D,4,996,0,0,NA,-
1537527722,C2bxH33sV8VHWzvX7e,169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.003325,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537527757,CFJ7Z93VpNmpstRXDa,192.168.2.3,40670,93.184.216.34,80,tcp,NA,0.241904,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527757,CpI9F71DSISD0InWN8,192.168.2.3,40671,93.184.216.34,80,tcp,NA,0.245477,0,0,SF,NA,NA,0,ShAFaf,4,216,3,164,NA,-
1537527457,CVvK6k2Fw20NPzGzKj,192.168.2.3,50651,52.216.164.243,80,tcp,http,300.441667,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537527757,Cu92bS2NJ12vxeecW1,192.168.2.3,40672,93.184.216.34,80,tcp,NA,0.244816,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527645,CB6pUZ3dneNtCWFtA1,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.695859,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537527757,CndJuw4SZ6ogradak8,192.168.2.3,19096,192.168.2.1,53,udp,dns,0.012385,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537527758,Cfk1TU10VRr9sRryd9,192.168.2.3,40866,192.168.2.1,53,udp,dns,0.011188,36,68,SF,NA,NA,0,Dd,1,64,1,96,NA,-
1537527763,CdaaAfB3chXVFpCd6,192.168.2.3,50651,52.216.164.243,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527768,CqWTQnnyyGHzzKvM1,192.168.2.3,37759,176.32.98.203,80,tcp,http,0.240893,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537527768,CEUtqQ1DzZhzyGEFDe,192.168.2.3,50218,176.32.98.203,80,tcp,http,0.252087,157,371,SF,NA,NA,0,ShADafF,4,337,4,539,NA,-
1537527769,CideIz2oXbBkWLFc0g,192.168.2.3,50651,52.216.164.243,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527768,CPVvMd3zzi6cvc4nh2,192.168.2.3,27275,192.168.2.1,53,udp,dns,0.01397,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537527781,CL8SNy3tuvmkWzdSyb,192.168.2.3,50651,52.216.164.243,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527804,CTZA6h2vgi2M6R6xQ,192.168.2.3,50651,52.216.164.243,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527757,CLf9mr4plEBVL3fIUa,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.011492,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537527758,CQM9ak1Yauc4Z8f5di,192.168.2.3,45437,72.21.192.213,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537527758,CANfRQ3tAO9XlyzIcl,192.168.2.3,32800,72.21.192.213,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537527850,CyJZFi3RNjEfesYg6,192.168.2.3,50651,52.216.164.243,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537527845,CsZfqCVFxNtoADDu8,192.168.2.1,5353,224.0.0.251,5353,udp,dns,NA,NA,NA,S0,NA,NA,0,D,1,465,0,0,NA,-
1537527845,CmxUbC2NWBBQCTWuma,169.254.15.115,5353,224.0.0.251,5353,udp,dns,NA,NA,NA,S0,NA,NA,0,D,1,489,0,0,NA,-
1537527845,CHR7Oi3GWcwixAM5Ib,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,NA,NA,NA,S0,NA,NA,0,D,1,485,0,0,NA,-
1537527774,CFlzF91wr08Qeb3AMd,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.826916,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537527644,Cyifl43JHQBeqHIoya,192.168.2.3,36157,54.239.19.125,443,tcp,ssl,8.758488,6831,4865,S3,NA,NA,0,ShADadf,18,7571,15,5473,NA,-
1537527901,CderUy15ZTHFZMvdl3,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.670787,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537528058,Cx5EIK217HGPGVPzhj,192.168.2.3,40673,93.184.216.34,80,tcp,NA,0.240411,0,0,SF,NA,NA,0,ShAFfa,5,268,4,228,NA,-
1537528058,C9hobw1TKophbNa8U2,192.168.2.3,40674,93.184.216.34,80,tcp,NA,0.246368,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527758,CC1Y9W39B3YwExpCUl,192.168.2.3,36988,52.216.65.224,80,tcp,http,300.463883,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537528058,Ctjabh17qHntkiOpS,192.168.2.3,40675,93.184.216.34,80,tcp,NA,0.248071,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537527768,CP7tle4OMDWGsmP4r3,192.168.2.3,37475,205.251.243.55,443,tcp,NA,0.115086,259,110,OTH,NA,NA,0,DdA,2,339,1,150,NA,-
1537528058,CcQ1mS1AG6dKhUNhC,192.168.2.3,42684,192.168.2.1,53,udp,dns,0.013631,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537528064,C0bzjn2VpNOx24QAS3,192.168.2.3,36988,52.216.65.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528068,CGSp9k3b074xM7AVbc,192.168.2.3,58788,52.94.241.86,80,tcp,http,0.275087,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537528068,CQnbKB3GkDTz65aE32,192.168.2.3,32812,52.94.241.86,80,tcp,http,0.288113,157,371,SF,NA,NA,0,ShADafF,4,337,4,539,NA,-
1537528070,CvCI6l18hsH0gcWMAh,192.168.2.3,36988,52.216.65.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528068,CeAedv3yuil3O12QG1,192.168.2.3,48301,192.168.2.1,53,udp,dns,0.011098,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537528068,CMa04C111Kr22OALI1,192.168.2.3,51885,192.168.2.1,53,udp,dns,0.011173,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537528081,CpJqrRz4mXJpNfr8,192.168.2.3,36988,52.216.65.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528104,ChQDKh2ziHFc0Et8ig,192.168.2.3,36988,52.216.65.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528058,ClBEiR2exVYhK5iydd,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.014213,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537528058,CUiRTp1s578gSaHJwb,192.168.2.3,60624,72.21.192.213,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537528058,Cw08gr3XKa82zFSd07,192.168.2.3,35970,72.21.192.213,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537528144,CHhGfi3brQUDlY4Xg5,192.168.2.3,36157,54.239.19.125,443,tcp,NA,0.116098,53,0,RSTR,NA,NA,0,DRr,2,133,1,40,NA,-
1537528030,Cd2ntP1od42KJAWOmd,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.233848,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537528144,ClSdm9OQMDHJbsUy8,192.168.2.3,44191,192.168.2.1,53,udp,dns,0.018503,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537528150,CPVu22XNRhHLqzEmd,192.168.2.3,36988,52.216.65.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528159,CTmBMY1hTzN2EdG6H7,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.204685,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537528358,CzD7Pk1r4hCRdTQEmh,192.168.2.3,40676,93.184.216.34,80,tcp,NA,0.305297,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537528358,C9vNcv2VPd4DRvuF3a,192.168.2.3,40677,93.184.216.34,80,tcp,NA,0.244991,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537528058,Cvds1WoQH4OSC81oj,192.168.2.3,55933,52.216.169.107,80,tcp,http,300.533946,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537528358,C2uUi646TPZjOBFo7,192.168.2.3,40678,93.184.216.34,80,tcp,NA,0.24192,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537528359,CLV2Hg4l8gXPo8Lcmh,192.168.2.3,60697,192.168.2.1,53,udp,dns,0.01339,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537528364,CA82NV1oyH448u4fp7,192.168.2.3,55933,52.216.169.107,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528369,CGDuDZbMSIMfQgB29,192.168.2.3,33978,72.21.214.79,80,tcp,http,0.234644,157,371,SF,NA,NA,0,ShADafF,4,337,4,539,NA,-
1537528369,CY7YAZ3oqOYvruJOD3,192.168.2.3,60965,72.21.214.79,80,tcp,http,0.243804,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537528370,ClZ8Fr1nNI4LzofDt9,192.168.2.3,55933,52.216.169.107,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528369,CJcDnWiSQJmoajAT3,192.168.2.3,12103,192.168.2.1,53,udp,dns,0.050688,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537528369,CvPJpY1pH2hOfF1aWl,192.168.2.3,62027,192.168.2.1,53,udp,dns,0.047712,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537528381,CdHeUP3JdLadWsFm9h,192.168.2.3,55933,52.216.169.107,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528286,CFOl9OIz5u3blg8ac,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.994427,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537528403,CKdmF52BYw9EeQ4Lb6,192.168.2.3,55933,52.216.169.107,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528358,CV5Vhi3QAukAjxqOZ5,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.014001,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537528359,COKx5t3Ts77A591dn3,192.168.2.3,44002,72.21.192.213,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537528359,ChLLxl21MzdaLKUtqf,192.168.2.3,46339,72.21.192.213,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537528135,ClnxunAk2JzZ4gFd9,192.168.2.3,38721,54.239.27.11,443,tcp,NA,0.162787,241,92,OTH,NA,NA,0,DdA,2,321,1,132,NA,-
1537528144,C6sE881PvGBMkTlSo6,192.168.2.3,50799,52.46.129.41,443,tcp,ssl,300.108955,6164,4865,SF,NA,NA,0,ShADadfFr,22,7088,19,6081,NA,-
1537528448,CyImWe2PAazp39tRx,192.168.2.3,55933,52.216.169.107,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528444,CE20OJXsXHvTKwGrl,192.168.2.3,38787,192.168.2.1,53,udp,dns,0.018964,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537528444,C6DWp93Hat3E3sdm27,192.168.2.3,47722,52.46.133.39,443,tcp,ssl,27.78672,4773,4865,RSTR,NA,NA,0,ShADadfr,19,5577,19,6081,NA,-
1537528415,CLDiWR34E8kvGUK2Vh,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.327649,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537528622,CoRxsi3m3ahWHMCSvi,192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.007161,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537528622,C2rrj53xe1JW2jWK5l,169.254.15.115,5353,224.0.0.251,5353,udp,dns,7.00717,804,0,S0,NA,NA,0,D,4,916,0,0,NA,-
1537528622,Ch94ZC3ocej4mVF9h,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,7.007171,804,0,S0,NA,NA,0,D,4,996,0,0,NA,-
1537528543,CMZuKm3n1jHHPLmKg,0.0.0.0,68,255.255.255.255,67,udp,dhcp,59.1462,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537528659,CuA7CY38BPOUpKxKRi,192.168.2.3,40679,93.184.216.34,80,tcp,NA,0.234259,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537528659,CRRwvk1gGFuTqkkTNb,192.168.2.3,40680,93.184.216.34,80,tcp,NA,0.239786,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537528359,Cg1ECfpI6SGl2PHP1,192.168.2.3,33407,52.216.228.224,80,tcp,http,300.474278,146,775,SF,NA,NA,0,ShADadfF,11,606,5,987,NA,-
1537528659,C8R4ye1VfXeEKkG4Mg,192.168.2.3,40681,93.184.216.34,80,tcp,NA,0.241885,0,0,SF,NA,NA,0,ShAFf,4,216,2,112,NA,-
1537528659,CYs3ll1tuKYQzLLSg6,192.168.2.3,55148,192.168.2.1,53,udp,dns,0.023676,43,111,SF,NA,NA,0,Dd,1,71,1,139,NA,-
1537528659,Cb4J7A3fohDSEePZS5,192.168.2.3,36707,192.168.2.1,53,udp,dns,0.011557,36,68,SF,NA,NA,0,Dd,1,64,1,96,NA,-
1537528659,CaZGEb4PiH7Oc7r8Q,192.168.2.3,2747,192.168.2.1,53,udp,dns,0.003121,36,68,SF,NA,NA,0,Dd,1,64,1,96,NA,-
1537528664,CeM1DRAzLvWeqePJ,192.168.2.3,33407,52.216.228.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528669,CQykLqpNaqHYbT3P3,192.168.2.3,46786,176.32.98.203,80,tcp,http,0.235654,135,238,SF,NA,NA,0,ShADafF,4,315,4,406,NA,-
1537528669,ClLVNWE1AOWHiW5x5,192.168.2.3,48754,176.32.98.203,80,tcp,http,0.246422,157,371,SF,NA,NA,0,ShADafF,4,337,4,539,NA,-
1537528670,CGfEFs2MuKo3GKGww3,192.168.2.3,33407,52.216.228.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528669,Chtxso4IvJYPvDUKBa,192.168.2.3,42689,192.168.2.1,53,udp,dns,0.012283,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537528669,CbdbKE3csq3HNFtOVd,192.168.2.3,23091,192.168.2.1,53,udp,dns,0.010412,40,56,SF,NA,NA,0,Dd,1,68,1,84,NA,-
1537528681,C8W3gP20mDWSBqKYse,192.168.2.3,33407,52.216.228.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528703,Cz8GFr4REP6y6UZFDb,192.168.2.3,33407,52.216.228.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528659,CRtMUZ1GyM7M5OVd59,192.168.2.3,8,192.168.2.1,0,icmp,NA,0.018164,560,560,OTH,NA,NA,0,NA,10,840,10,840,NA,-
1537528659,CUUeys23DBwLlEaYYb,192.168.2.3,39142,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537528659,C6ndLeHbWteeVtLxa,192.168.2.3,60168,207.171.178.6,123,udp,NA,NA,NA,NA,S0,NA,NA,0,D,1,76,0,0,NA,-
1537528746,CWIpfn3Ec4uNM5Hlm6,192.168.2.3,33407,52.216.228.224,80,tcp,NA,NA,NA,NA,SH,NA,NA,0,F,1,40,0,0,NA,-
1537528670,C0SPQf3uGoBNJnCpb1,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.111737,3000,0,S0,NA,NA,0,D,10,3280,0,0,NA,-
1537528844,CGoNG042UK8dl6R9qh,192.168.2.3,30138,192.168.2.1,53,udp,dns,0.012046,46,62,SF,NA,NA,0,Dd,1,74,1,90,NA,-
1537528844,CDCeokEX6DRRfHizc,192.168.2.3,37664,54.239.31.37,443,tcp,ssl,58.276957,5983,4865,RSTR,NA,NA,0,ShADadfr,20,6827,18,6041,NA,-
